Assists,Blocked Shots,Defensive Rebounds,3-PT Attempted,3-PT Made,FG Attempted,FG Made,Free Throws Attempted,Free Throws Made,Minutes,Offensive Rebounds,Fouls,Points,Rebounds,Steals,Turnovers,Game_ID,Game_Date,player.id,team.id,Name,Blks+Stls,Pts+Rebs,Pts+Rebs+Asts,Pts+Asts,Rebs+Asts,Fantasy Score
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037841,2023-11-27T00:00:00.000Z,17896022,13,Brandon Boston Jr.,0,0,0,0,0,0
1,2,0,0,0,4,2,0,0,12,1,3,4,1,0,1,1037841,2023-11-27T00:00:00.000Z,439,13,Daniel Theis,2,5,6,5,2,11.7
1,1,6,0,0,15,9,8,5,32,8,2,23,14,0,1,1037841,2023-11-27T00:00:00.000Z,493,13,Ivica Zubac,1,37,38,24,15,43.3
4,0,2,5,3,7,3,2,2,36,0,3,11,2,1,3,1037841,2023-11-27T00:00:00.000Z,192,13,James Harden,1,13,17,15,6,19.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037841,2023-11-27T00:00:00.000Z,56677856,13,Jordan Miller,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037841,2023-11-27T00:00:00.000Z,17896051,13,Joshua Primo,0,0,0,0,0,0
3,2,7,5,2,26,10,9,9,39,1,0,31,8,1,2,1037841,2023-11-27T00:00:00.000Z,274,13,Kawhi Leonard,3,39,42,34,11,52.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037841,2023-11-27T00:00:00.000Z,56677849,13,Kobe Brown,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037841,2023-11-27T00:00:00.000Z,371,13,Mason Plumlee,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037841,2023-11-27T00:00:00.000Z,38017725,13,Moussa Diabate,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037841,2023-11-27T00:00:00.000Z,17896031,13,Nah'Shon Hyland,0,0,0,0,0,0
1,1,1,5,1,8,2,5,5,21,1,3,10,2,1,0,1037841,2023-11-27T00:00:00.000Z,380,13,Norman Powell,2,12,13,11,3,19.9
4,1,5,4,0,13,2,2,2,37,3,5,6,8,1,3,1037841,2023-11-27T00:00:00.000Z,172,13,Paul George,2,14,18,10,12,24.6
1,0,0,0,0,0,0,0,0,6,0,1,0,0,2,0,1037841,2023-11-27T00:00:00.000Z,450,13,PJ Tucker,2,0,1,1,1,7.5
3,1,10,0,0,9,5,6,4,27,1,4,14,11,0,2,1037841,2023-11-27T00:00:00.000Z,472,13,Russell Westbrook,1,25,28,17,14,32.7
0,1,2,1,0,3,2,2,1,30,1,2,5,3,0,1,1037841,2023-11-27T00:00:00.000Z,666743,13,Terance Mann,1,8,8,5,3,10.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037841,2023-11-27T00:00:00.000Z,24417679,13,Xavier Moon,0,0,0,0,0,0
6,3,9,6,4,8,6,0,0,28,0,3,16,9,2,3,3277527,2023-11-28T00:00:00.000Z,219,2,Al Horford,5,25,31,22,15,47.8
0,1,0,2,1,3,2,0,0,15,0,1,5,0,0,0,3277527,2023-11-28T00:00:00.000Z,17896094,2,Dalano Banton,1,5,5,5,0,8
7,0,3,3,2,7,5,2,2,28,0,4,14,3,2,0,3277527,2023-11-28T00:00:00.000Z,473,2,Derrick White,2,17,24,21,10,34.1
6,1,6,8,3,23,12,5,3,35,2,1,30,8,0,3,3277527,2023-11-28T00:00:00.000Z,70,2,Jaylen Brown,1,38,44,36,14,48.6
4,0,6,8,2,16,8,3,3,35,1,2,21,7,0,4,3277527,2023-11-28T00:00:00.000Z,434,2,Jayson Tatum,0,28,32,25,11,31.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,38017707,2,JD Davison,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,56677864,2,Jordan Walsh,0,0,0,0,0,0
9,0,6,5,4,8,5,0,0,33,1,3,14,7,1,3,3277527,2023-11-28T00:00:00.000Z,214,2,Jrue Holiday,1,21,30,23,16,35.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,378,2,Kristaps Porzingis,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,3547279,2,Lamar Stevens,1,0,0,0,0,3
0,3,1,0,0,3,2,0,0,19,2,3,4,3,0,1,3277527,2023-11-28T00:00:00.000Z,261,2,Luke Kornet,3,7,7,4,3,15.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,3547295,2,Nathan Knight,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,17553967,2,Neemias Queta,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,666468,2,Oshae Brissett,0,0,0,0,0,0
2,0,4,7,3,10,4,0,0,23,1,0,11,5,1,0,3277527,2023-11-28T00:00:00.000Z,3547276,2,Payton Pritchard,1,16,18,13,7,23
2,0,6,10,2,12,3,2,1,21,4,1,9,10,0,2,3277527,2023-11-28T00:00:00.000Z,17896060,2,Sam Hauser,0,19,21,11,12,22
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,338,2,Svi Mykhailiuk,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,56677860,5,Adama Sanogo,0,0,0,0,0,0
2,0,1,6,2,9,3,0,0,19,1,2,8,2,3,1,3277527,2023-11-28T00:00:00.000Z,89,5,Alex Caruso,3,10,12,10,4,21.4
0,1,4,0,0,5,2,6,1,13,2,1,5,6,0,0,3277527,2023-11-28T00:00:00.000Z,137,5,Andre Drummond,1,11,11,5,6,15.2
2,0,0,3,1,10,4,2,1,24,0,3,10,0,1,0,3277527,2023-11-28T00:00:00.000Z,17895983,5,Ayo Dosunmu,1,10,12,12,2,16
3,0,1,5,3,12,7,2,2,30,0,0,19,1,0,0,3277527,2023-11-28T00:00:00.000Z,666956,5,Coby White,0,20,23,22,4,24.7
1,1,4,0,0,0,0,0,0,7,1,1,0,5,0,0,3277527,2023-11-28T00:00:00.000Z,38017719,5,Dalen Terry,1,5,6,1,6,10.5
6,0,2,3,1,14,7,4,4,26,0,2,19,2,0,2,3277527,2023-11-28T00:00:00.000Z,125,5,DeMar DeRozan,0,21,27,25,8,28.4
2,1,1,1,0,7,4,0,0,17,0,0,8,1,0,1,3277527,2023-11-28T00:00:00.000Z,87,5,Jevon Carter,1,9,11,10,3,14.2
1,0,2,1,0,2,0,2,1,10,0,0,1,2,0,1,3277527,2023-11-28T00:00:00.000Z,56677857,5,Julian Phillips,0,3,4,2,3,3.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,45969255,5,Justin Lewis,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,27,5,Lonzo Ball,0,0,0,0,0,0
2,1,8,2,0,11,4,0,0,25,0,1,8,8,2,1,3277527,2023-11-28T00:00:00.000Z,460,5,Nikola Vucevic,3,16,18,10,10,28.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277527,2023-11-28T00:00:00.000Z,56677874,5,Onuralp Bitim,0,0,0,0,0,0
2,2,3,3,1,10,6,2,1,28,4,2,14,7,1,2,3277527,2023-11-28T00:00:00.000Z,3547248,5,Patrick Williams,3,21,23,16,9,32.4
0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3277527,2023-11-28T00:00:00.000Z,17896116,5,Terry Taylor,1,0,0,0,0,3
0,1,1,1,1,1,1,0,0,13,0,0,3,1,1,0,3277527,2023-11-28T00:00:00.000Z,110,5,Torrey Craig,2,4,4,3,1,10.2
4,0,1,3,0,9,1,0,0,25,1,1,2,2,2,0,3277527,2023-11-28T00:00:00.000Z,268,5,Zach LaVine,2,4,8,6,6,16.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277528,2023-11-28T00:00:00.000Z,9051997,3,Armoni Brooks,0,0,0,0,0,0
3,0,8,4,1,11,6,5,5,27,1,1,18,9,0,2,3277528,2023-11-28T00:00:00.000Z,666679,3,Cameron Johnson,0,27,30,21,12,31.3
2,0,4,0,0,4,2,1,1,15,1,2,5,5,0,0,3277528,2023-11-28T00:00:00.000Z,17896038,3,Day'Ron Sharpe,0,10,12,7,7,14
2,1,4,4,1,9,2,0,0,26,5,4,5,9,1,0,3277528,2023-11-28T00:00:00.000Z,158,3,Dorian Finney-Smith,2,14,16,7,11,24.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277528,2023-11-28T00:00:00.000Z,174,3,Harry Giles III,0,0,0,0,0,0
5,0,9,3,1,17,9,3,3,38,1,3,22,10,0,5,3277528,2023-11-28T00:00:00.000Z,61,3,Mikal Bridges,0,32,37,27,15,36.5
0,4,6,0,0,10,7,4,1,32,2,1,15,8,1,0,3277528,2023-11-28T00:00:00.000Z,666508,3,Nicolas Claxton,5,23,23,15,8,39.6
4,2,5,12,6,12,6,0,0,31,2,5,18,7,1,1,3277528,2023-11-28T00:00:00.000Z,351,3,Royce O'Neale,3,25,29,22,11,40.4
8,0,8,11,3,18,5,10,10,38,1,0,23,9,4,1,3277528,2023-11-28T00:00:00.000Z,130,3,Spencer Dinwiddie,4,32,40,31,17,56.8
0,0,0,4,3,7,5,0,0,12,1,0,13,1,1,0,3277528,2023-11-28T00:00:00.000Z,58,28,Chris Boucher,1,14,14,13,1,17.2
9,0,4,5,2,15,5,3,2,32,1,3,14,5,1,0,3277528,2023-11-28T00:00:00.000Z,409,28,Dennis Schroder,1,19,28,23,14,36.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277528,2023-11-28T00:00:00.000Z,436,28,Garrett Temple,0,0,0,0,0,0
1,0,2,4,1,12,7,0,0,25,0,1,15,2,1,0,3277528,2023-11-28T00:00:00.000Z,3089,28,Gary Trent Jr.,1,17,18,16,3,21.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277528,2023-11-28T00:00:00.000Z,56677828,28,Gradey Dick,0,0,0,0,0,0
4,2,6,0,0,5,3,0,0,25,3,2,6,9,1,1,3277528,2023-11-28T00:00:00.000Z,373,28,Jakob Poeltl,3,15,19,10,13,30.8
1,1,1,1,1,4,2,0,0,13,1,2,5,2,2,0,3277528,2023-11-28T00:00:00.000Z,666762,28,Jalen McDaniels,3,7,8,6,3,17.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277528,2023-11-28T00:00:00.000Z,56677805,28,Javon Freeman-Liberty,0,0,0,0,0,0
1,0,0,3,1,5,2,0,0,16,0,1,5,0,0,0,3277528,2023-11-28T00:00:00.000Z,3547275,28,Malachi Flynn,0,5,6,6,1,6.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277528,2023-11-28T00:00:00.000Z,376,28,Otto Porter Jr.,0,0,0,0,0,0
2,0,8,4,0,18,6,7,5,35,2,2,17,10,1,2,3277528,2023-11-28T00:00:00.000Z,416,28,Pascal Siakam,1,27,29,19,12,33
1,0,2,2,0,4,0,4,1,10,1,3,1,3,1,1,3277528,2023-11-28T00:00:00.000Z,3547249,28,Precious Achiuwa,1,4,5,2,4,8.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277528,2023-11-28T00:00:00.000Z,38017717,28,Ron Harper Jr.,0,0,0,0,0,0
6,0,7,7,3,19,5,5,4,36,4,4,17,11,3,1,3277528,2023-11-28T00:00:00.000Z,17896055,28,Scottie Barnes,3,28,34,23,17,47.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277528,2023-11-28T00:00:00.000Z,489,28,Thaddeus Young,0,0,0,0,0,0
0,0,0,4,0,8,0,0,0,15,1,1,0,1,0,0,3277529,2023-11-28T00:00:00.000Z,38017689,1,AJ Griffin,0,1,1,0,1,1.2
1,0,5,10,4,16,6,2,2,31,1,2,18,6,2,1,3277529,2023-11-28T00:00:00.000Z,53,1,Bogdan Bogdanovic,2,24,25,19,7,31.7
0,0,1,0,0,6,1,0,0,4,2,1,2,3,0,1,3277529,2023-11-28T00:00:00.000Z,666564,1,Bruno Fernando,0,5,5,2,3,4.6
0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,0,3277529,2023-11-28T00:00:00.000Z,666754,1,Garrison Mathews,0,1,1,0,1,1.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277529,2023-11-28T00:00:00.000Z,17896040,1,Jalen Johnson,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277529,2023-11-28T00:00:00.000Z,56677838,1,Kobe Bufkin,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277529,2023-11-28T00:00:00.000Z,56677875,1,Miles Norris,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277529,2023-11-28T00:00:00.000Z,56677806,1,Mouhamed Gueye,0,0,0,0,0,0
2,0,7,1,1,8,4,5,4,22,2,0,13,9,0,0,3277529,2023-11-28T00:00:00.000Z,3547244,1,Onyeka Okongwu,0,22,24,15,11,26.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277529,2023-11-28T00:00:00.000Z,319,1,Patty Mills,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277529,2023-11-28T00:00:00.000Z,56677855,1,Seth Lundy,0,0,0,0,0,0
10,0,1,8,2,14,3,6,5,32,0,3,13,1,1,3,3277529,2023-11-28T00:00:00.000Z,490,1,Trae Young,1,14,24,23,11,29.2
0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,3277529,2023-11-28T00:00:00.000Z,3547297,1,Trent Forrest,0,0,0,0,0,0
2,0,3,3,0,3,0,0,0,17,0,0,0,3,0,0,3277529,2023-11-28T00:00:00.000Z,301,1,Wesley Matthews,0,3,5,2,5,6.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277529,2023-11-28T00:00:00.000Z,3547299,6,Sam Merrill,0,0,0,0,0,0
5,2,8,0,0,27,13,7,5,42,2,3,31,10,0,2,3277530,2023-11-28T00:00:00.000Z,4,16,Bam Adebayo,2,41,46,36,15,54.5
1,0,1,3,2,11,6,0,0,26,0,2,14,1,1,0,3277530,2023-11-28T00:00:00.000Z,666747,16,Caleb Martin,1,15,16,15,2,19.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277530,2023-11-28T00:00:00.000Z,38017736,16,Cole Swider,0,0,0,0,0,0
3,1,3,7,3,11,5,2,0,31,0,3,13,3,0,2,3277530,2023-11-28T00:00:00.000Z,397,16,Duncan Robinson,1,16,19,16,6,22.1
7,0,2,7,3,13,7,4,3,37,1,2,20,3,0,0,3277530,2023-11-28T00:00:00.000Z,391,16,Josh Richardson,0,23,30,27,10,34.1
4,0,6,5,2,11,2,0,0,26,4,2,6,10,0,0,3277530,2023-11-28T00:00:00.000Z,285,16,Kevin Love,0,16,20,10,14,24
6,1,4,5,3,10,7,4,4,34,0,5,21,4,1,1,3277530,2023-11-28T00:00:00.000Z,286,16,Kyle Lowry,2,25,31,27,10,39.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277530,2023-11-28T00:00:00.000Z,39398582,16,Orlando Robinson,0,0,0,0,0,0
2,0,3,8,4,18,7,0,0,36,0,2,18,3,1,3,3277531,2023-11-28T00:00:00.000Z,56677823,4,Brandon Miller,1,21,23,20,5,24.6
0,0,1,2,1,5,2,0,0,13,1,1,5,2,1,0,3277531,2023-11-28T00:00:00.000Z,38017708,4,Bryce McGowens,1,7,7,5,2,10.4
6,0,4,2,0,7,2,0,0,28,2,1,4,6,0,2,3277531,2023-11-28T00:00:00.000Z,204,4,Gordon Hayward,0,10,16,10,12,18.2
1,0,1,0,0,3,2,0,0,14,0,1,4,1,0,3,3277531,2023-11-28T00:00:00.000Z,422,4,Ish Smith,0,5,6,5,2,3.7
0,0,2,0,0,0,0,0,0,13,0,1,0,2,0,1,3277531,2023-11-28T00:00:00.000Z,18678001,4,JT Thor,0,2,2,0,2,1.4
0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,3277531,2023-11-28T00:00:00.000Z,56677866,4,Leaky Black,1,0,0,0,0,3
0,0,6,0,0,9,5,2,2,25,6,2,12,12,1,0,3277531,2023-11-28T00:00:00.000Z,38017698,4,Mark Williams,1,24,24,12,12,29.4
2,1,4,3,2,12,5,2,1,32,0,2,13,4,2,2,3277531,2023-11-28T00:00:00.000Z,62,4,Miles Bridges,3,17,19,15,6,27.8
3,1,5,8,3,10,4,2,0,27,3,3,11,8,1,3,3277531,2023-11-28T00:00:00.000Z,666950,4,P.J. Washington,2,19,22,14,11,28.1
5,0,2,3,0,16,5,1,1,32,0,0,11,2,1,3,3277531,2023-11-28T00:00:00.000Z,403,4,Terry Rozier,1,13,18,16,7,20.9
0,0,2,6,2,8,2,0,0,19,0,0,6,2,1,2,3277531,2023-11-28T00:00:00.000Z,131,20,Donte DiVincenzo,1,8,8,6,2,9.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277531,2023-11-28T00:00:00.000Z,666971,20,Dylan Windler,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277531,2023-11-28T00:00:00.000Z,160,20,Evan Fournier,0,0,0,0,0,0
1,0,3,10,4,20,9,1,1,26,0,1,23,3,0,1,3277531,2023-11-28T00:00:00.000Z,3547269,20,Immanuel Quickley,0,26,27,24,4,27.1
2,0,3,0,0,3,2,0,0,14,3,2,4,6,0,0,3277531,2023-11-28T00:00:00.000Z,201,20,Isaiah Hartenstein,0,10,12,6,8,14.2
7,0,2,5,2,9,5,1,0,33,1,3,12,3,3,2,3277531,2023-11-28T00:00:00.000Z,73,20,Jalen Brunson,3,15,22,19,10,33.1
2,1,5,3,2,10,7,1,1,30,1,2,17,6,1,1,3277531,2023-11-28T00:00:00.000Z,202,20,Josh Hart,2,23,25,19,8,32.2
5,0,16,7,2,15,8,8,7,34,4,2,25,20,2,4,3277531,2023-11-28T00:00:00.000Z,387,20,Julius Randle,2,45,50,30,25,58.5
0,6,5,0,0,6,3,0,0,33,5,1,6,10,2,4,3277531,2023-11-28T00:00:00.000Z,399,20,Mitchell Robinson,8,16,16,6,10,38
1,0,0,3,2,4,2,0,0,19,1,0,6,1,0,1,3277531,2023-11-28T00:00:00.000Z,17895858,20,Quentin Grimes,0,7,8,7,2,7.7
2,0,3,4,1,13,3,9,9,28,0,1,16,3,1,1,3277531,2023-11-28T00:00:00.000Z,666423,20,RJ Barrett,1,19,21,18,5,24.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277531,2023-11-28T00:00:00.000Z,19,20,Ryan Arcidiacono,0,0,0,0,0,0
1,1,5,6,3,16,7,6,4,28,0,2,21,5,0,2,3277532,2023-11-28T00:00:00.000Z,3547238,18,Anthony Edwards,1,26,27,22,6,29.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,17895968,18,Daishen Nix,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,3547259,18,Jaden McDaniels,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,56677851,18,Jaylen Clark,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,666767,18,Jordan McLaughlin,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,38017715,18,Josh Minott,0,0,0,0,0,0
3,0,10,3,1,8,2,8,8,32,0,4,13,10,0,6,3277532,2023-11-28T00:00:00.000Z,447,18,Karl-Anthony Towns,0,23,26,16,13,23.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,56677782,18,Leonard Miller,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,17896056,18,Luka Garza,0,0,0,0,0,0
8,0,2,10,3,14,3,0,0,37,0,2,9,2,1,0,3277532,2023-11-28T00:00:00.000Z,104,18,Mike Conley,1,11,19,17,10,26.4
2,2,6,4,3,9,6,0,0,25,1,2,15,7,0,1,3277532,2023-11-28T00:00:00.000Z,667378,18,Naz Reid,2,22,24,17,9,31.4
1,0,1,5,1,7,1,0,0,26,1,2,3,2,0,2,3277532,2023-11-28T00:00:00.000Z,666400,18,Nickeil Alexander-Walker,0,5,6,4,3,4.9
0,4,10,0,0,10,6,6,5,36,6,1,17,16,1,1,3277532,2023-11-28T00:00:00.000Z,176,18,Rudy Gobert,5,33,33,17,16,50.2
0,0,3,4,3,6,5,6,4,21,0,2,17,3,0,1,3277532,2023-11-28T00:00:00.000Z,68,18,Troy Brown Jr.,0,20,20,17,3,19.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,38017700,18,Wendell Moore Jr.,0,0,0,0,0,0
1,0,2,2,2,4,3,0,0,16,1,2,8,3,0,0,3277532,2023-11-28T00:00:00.000Z,17896078,21,Aaron Wiggins,0,11,12,9,4,13.1
0,0,0,3,3,4,3,2,1,17,0,0,10,0,1,0,3277532,2023-11-28T00:00:00.000Z,56677833,21,Cason Wallace,1,10,10,10,0,13
6,1,6,8,3,20,6,2,1,34,2,2,16,8,1,0,3277532,2023-11-28T00:00:00.000Z,38017685,21,Chet Holmgren,2,24,30,22,14,40.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,44,21,Davis Bertans,0,0,0,0,0,0
3,0,1,5,1,7,3,2,2,24,0,2,9,1,3,0,3277532,2023-11-28T00:00:00.000Z,3547272,21,Isaiah Joe,3,10,13,12,4,23.7
3,1,3,3,0,10,2,7,6,34,0,4,10,3,0,1,3277532,2023-11-28T00:00:00.000Z,38017703,21,Jalen Williams,1,13,16,13,6,20.1
3,0,4,3,1,6,1,0,0,11,1,1,3,5,0,1,3277532,2023-11-28T00:00:00.000Z,38017706,21,Jaylin Williams,0,8,11,6,8,12.5
1,0,3,1,0,8,4,4,2,28,3,1,10,6,0,2,3277532,2023-11-28T00:00:00.000Z,17896065,21,Josh Giddey,0,16,17,11,7,16.7
0,0,1,2,0,3,1,0,0,15,1,4,2,2,0,0,3277532,2023-11-28T00:00:00.000Z,480,21,Kenrich Williams,0,4,4,2,2,4.4
1,0,3,2,1,5,1,0,0,25,0,5,3,3,0,1,3277532,2023-11-28T00:00:00.000Z,666541,21,Luguentz Dort,0,6,7,4,4,7.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,24572055,21,Olivier Sarr,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,3277532,2023-11-28T00:00:00.000Z,38017716,21,Ousmane Dieng,0,1,1,0,1,1.2
4,2,3,1,0,22,13,6,6,34,1,2,32,4,3,3,3277532,2023-11-28T00:00:00.000Z,175,21,Shai Gilgeous-Alexander,5,36,40,36,8,54.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,17896036,21,Tre Mann,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277532,2023-11-28T00:00:00.000Z,4197029,21,Vasilije Micic,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277533,2023-11-28T00:00:00.000Z,56677825,11,Amen Thompson,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277533,2023-11-28T00:00:00.000Z,296,11,Boban Marjanovic,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277533,2023-11-28T00:00:00.000Z,56677831,11,Cam Whitmore,0,0,0,0,0,0
2,0,1,1,0,2,1,3,3,11,1,2,5,2,1,0,3277533,2023-11-28T00:00:00.000Z,3547301,11,Jae'Sean Tate,1,7,9,7,4,13.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277533,2023-11-28T00:00:00.000Z,47738533,11,Jeenathan Williams,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277533,2023-11-28T00:00:00.000Z,56677809,11,Jermaine Samuels Jr.,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277533,2023-11-28T00:00:00.000Z,357,11,Victor Oladipo,0,0,0,0,0,0
3,0,8,5,2,18,11,6,5,36,2,5,29,10,0,3,3277534,2023-11-28T00:00:00.000Z,475,10,Andrew Wiggins,0,39,42,32,13,42.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277534,2023-11-28T00:00:00.000Z,56677858,10,Brandin Podziemski,0,0,0,0,0,0
0,0,0,2,1,2,1,0,0,5,0,1,3,0,2,0,3277534,2023-11-28T00:00:00.000Z,367,10,Chris Paul,2,3,3,3,0,9
3,0,4,0,0,2,1,2,2,8,0,0,4,4,0,0,3277534,2023-11-28T00:00:00.000Z,251,10,Cory Joseph,0,8,11,7,7,13.3
3,0,1,4,2,7,3,2,2,17,1,3,10,2,0,0,3277534,2023-11-28T00:00:00.000Z,407,10,Dario Saric,0,12,15,13,5,16.9
3,2,6,4,2,8,3,0,0,33,0,4,8,6,0,4,3277534,2023-11-28T00:00:00.000Z,185,10,Draymond Green,2,14,17,11,9,21.7
1,1,4,1,0,4,3,1,1,16,1,3,7,5,2,1,3277534,2023-11-28T00:00:00.000Z,2189,10,Gary Payton II,3,12,13,8,6,22.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277534,2023-11-28T00:00:00.000Z,57875092,10,Gui Santos,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277534,2023-11-28T00:00:00.000Z,398,10,Jerome Robinson,0,0,0,0,0,0
0,0,1,1,0,3,0,0,0,10,0,3,0,1,0,2,3277534,2023-11-28T00:00:00.000Z,17553979,10,Jonathan Kuminga,0,1,1,0,1,-0.8
2,0,3,0,0,1,0,4,2,29,1,4,2,4,1,0,3277534,2023-11-28T00:00:00.000Z,282,10,Kevon Looney,1,6,8,4,6,12.8
2,2,9,9,3,14,6,6,5,36,0,2,20,9,1,3,3277534,2023-11-28T00:00:00.000Z,443,10,Klay Thompson,3,29,31,22,11,39.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277534,2023-11-28T00:00:00.000Z,45658838,10,Lester Quinones,0,0,0,0,0,0
2,0,0,3,3,4,4,0,0,13,1,1,11,1,0,0,3277534,2023-11-28T00:00:00.000Z,17553992,10,Moses Moody,0,12,14,13,3,15.2
6,1,7,12,4,20,8,9,9,37,3,5,29,10,0,5,3277534,2023-11-28T00:00:00.000Z,115,10,Stephen Curry,1,39,45,35,16,48
