"game_ID","away_team","home_team"
"bb94e98ccf73f1a630cacf594ac232d2","Orlando Magic","Portland Trail Blazers"
"f91f9d07281365808aa62ea443998bd9","Golden State Warriors","Sacramento Kings"
"0d19f0f68bb3de882ab3fc019e1618aa","Chicago Bulls","Detroit Pistons"
"23c5a2389ecae108083e3f2bb1d40a04","Memphis Grizzlies","Washington Wizards"
"d24ff2523b81c9b7e662e2e45b8b2a9b","New York Knicks","New Orleans Pelicans"
"31625d1b9a2b0e2e217ca8a3838cb6ed","Indiana Pacers","Cleveland Cavaliers"
"fd82589c1de3cfd02bea4dc65a3cb4d4","Philadelphia 76ers","Toronto Raptors"
"9f8490f5a9773532f4cfad9d3c800d4d","Miami Heat","Minnesota Timberwolves"
"0da0b1b53777903462a23e598a1bf236","Utah Jazz","Phoenix Suns"
"de25fc68b2ad92466dbfde1413d36bc4","Denver Nuggets","Oklahoma City Thunder"
"9c9c28844987db07b9f3a96f5265bb8a","Golden State Warriors","Houston Rockets"
"b9d80173049b2a752e52672b1c3d46e7","Atlanta Hawks","Milwaukee Bucks"
"ead80eec2120f49e3232a704112c319a","Portland Trail Blazers","Philadelphia 76ers"
"d996c6412e7179682ca8ef09b750f638","San Antonio Spurs","LA Clippers"
"105fbe767ce5d1f9a97fe653861c2da4","Los Angeles Lakers","Sacramento Kings"
"8e89f1c32afb2db5b73e43a3c5ba0f5a","Brooklyn Nets","Charlotte Hornets"
"5ede552cdf581985eec76466a053c9d8","Chicago Bulls","Indiana Pacers"
"f5a0f14b0d5578bf940e20c19c2af45b","Boston Celtics","Washington Wizards"
"680a2a2643d5b327f2858916572a8de7","Minnesota Timberwolves","Atlanta Hawks"
"2ac4831a2541b259c7cb6ab7ac090f26","Portland Trail Blazers","Toronto Raptors"
"eb3343cb795e0862cb2e134dcc88a74f","Dallas Mavericks","Memphis Grizzlies"
"08900ae4a0e8a2bc2f74ccaaee59d44a","Miami Heat","Milwaukee Bucks"
"e5fba53adc8b2ebcc46cc653d2f35897","Golden State Warriors","New Orleans Pelicans"
"cbb6a6adbb94243ce5e51e1c603f860e","Detroit Pistons","Oklahoma City Thunder"
"4661c2000f39cd09bda400c94bfc7a8b","Utah Jazz","Denver Nuggets"
"484b9242ca4d60c28bec1cd5660c42ec","Orlando Magic","Los Angeles Lakers"
"602e24ab02589084003de5de7fb7585c","New York Knicks","Cleveland Cavaliers"
"cdd8b92c395755fd28308d8b9a748b1d","San Antonio Spurs","Phoenix Suns"
"061741f2e57ecc1bd8e03a1a1311f15b","Orlando Magic","LA Clippers"
"776a9be0ce8679c19c5c172a69e800c3","Portland Trail Blazers","Detroit Pistons"
"ca377ad145035288690b14dff2536b0b","Milwaukee Bucks","Toronto Raptors"
"4958815658f7ecee2cc2cafe16cea0d9","Washington Wizards","Atlanta Hawks"
"372d21f96f120b5be3befdd804e8b7c3","Indiana Pacers","Boston Celtics"
"e1ac6a8f4b1a9a7438eba912a7404d81","Brooklyn Nets","Miami Heat"
"33efad5a2419a4fa92e8688fc0c05374","Cleveland Cavaliers","New York Knicks"
"35965d479474c534b1f1970d5439cf32","New Orleans Pelicans","Oklahoma City Thunder"
"2ef6c9e4dbfa5905f2498f58a2d3d2de","Charlotte Hornets","Houston Rockets"
"3ec25da0ab9e11e9099100783231b47d","Denver Nuggets","Minnesota Timberwolves"
"6578130e9ff32752733d9e2ffa33e3e3","Chicago Bulls","Dallas Mavericks"
"60212c14e2aef3b083ece75bddd1f30e","Memphis Grizzlies","Utah Jazz"
"3bfb088f462639efe881210bc5034970","Sacramento Kings","Golden State Warriors"
"b5b06c705e07ce18bec754960b3f904f","LA Clippers","Los Angeles Lakers"
"7219ef55a2f4464ae0eae37b7fc45c68","Toronto Raptors","Philadelphia 76ers"
"560f8d2b749c9b9d825b0e0c3cb9e532","Detroit Pistons","New Orleans Pelicans"
"13b7b5c93b3174c484f52b6a447118ae","Orlando Magic","Utah Jazz"
"f50ed0298f67394a43530c5e70316fb9","San Antonio Spurs","Phoenix Suns"
"19fce4f5a9514711cf1bcbf001026cec","Cleveland Cavaliers","Indiana Pacers"
"42e2129f1bad86dbec4105a6e285d0e4","New York Knicks","Milwaukee Bucks"
"b8b6e638c99434498544366196057888","Washington Wizards","Miami Heat"
"b38a130b1f7a1b1433b7c261f38cfc79","Brooklyn Nets","Chicago Bulls"
"7f1323a9d85388a4050dba6d60bc2644","Golden State Warriors","Oklahoma City Thunder"
"9e929fa01a924d3e877604211ee6fd6b","Dallas Mavericks","Denver Nuggets"
"8c81d94ff1cd0ee9bfbd7856c094c1b8","Memphis Grizzlies","Portland Trail Blazers"
"ce851002c46be6fbd0e2e11c25af20b0","Phoenix Suns","Philadelphia 76ers"
"5f3fd068d1caf57e4db23d597463537e","Charlotte Hornets","Indiana Pacers"
"d35014eed0fd74b2554e54bf629bdc60","Los Angeles Lakers","Orlando Magic"
"c61db033132d5a742ca706b9b65ed5d1","Atlanta Hawks","New Orleans Pelicans"
"d4f4b56699cfc855f43cbecb28d3a689","Boston Celtics","Brooklyn Nets"
"a32e2be9e85e43ce282e1e4ebd7fb20e","Sacramento Kings","Houston Rockets"
"3be8382d9319c3d8a51483a89824e7d4","Utah Jazz","Minnesota Timberwolves"
"885624d4651a246a926d5c91197bc55b","Chicago Bulls","Denver Nuggets"
"0fafb0300d08e343a7208a6ce8f85bd1","Phoenix Suns","Detroit Pistons"
"3d55b563296e6da801a197c4a90dafb3","Toronto Raptors","San Antonio Spurs"
"98bb6922920e23a48b0deaf7b08043c7","Golden State Warriors","Cleveland Cavaliers"
"e51a80352b3d790c1e2cbabb7213a5eb","Charlotte Hornets","Dallas Mavericks"
"669363b75e884ab72ac0f7d3518bc483","Memphis Grizzlies","Portland Trail Blazers"
"e318662b17993f5252e49e11012f73c3","Golden State Warriors","Detroit Pistons"
"adf6210976c49816c354d4786e52c8a9","San Antonio Spurs","Indiana Pacers"
"7f89f7a5fd665737c6c1ebc12b8f6aac","Dallas Mavericks","Orlando Magic"
"f5dd2ee0238fa7d6bec7f0092dc876d6","Washington Wizards","Philadelphia 76ers"
"941f4c4222fea1ef8c8d74e331056b45","Milwaukee Bucks","Brooklyn Nets"
"7276d628cfd1d3f6de38603f621dfa78","Los Angeles Lakers","Miami Heat"
"67e39bfe6757c9cee5ce4b1996a5b9ba","LA Clippers","New York Knicks"
"13f1dec7ccb83d408e07aef04896cda5","Utah Jazz","Chicago Bulls"
"9c4009ab946c4e7a761e92721ccc5959","Sacramento Kings","Houston Rockets"
"7149d85a278105648bd6020117f5917c","Boston Celtics","Minnesota Timberwolves"
"f0948e1796ef1b1877a672dae8da4a74","Atlanta Hawks","Oklahoma City Thunder"
"ae54e30e69ac7e13facdef2a290aaaad","New Orleans Pelicans","Denver Nuggets"
"c67b38eb6cdcd17927fb9f4a9577ce42","Washington Wizards","Charlotte Hornets"
"a77dba0b0b66a96587b9f6c13bef260b","Utah Jazz","Indiana Pacers"
"a1918eac3e3102331e5bfa3db5373b30","Boston Celtics","Philadelphia 76ers"
"248fa7ad795a476b86095478cb8a6816","LA Clippers","Brooklyn Nets"
"ea18068f51112a73a7ae7835855044db","San Antonio Spurs","New York Knicks"
"5157f19a94c25fcaae292d4040835546","Phoenix Suns","Chicago Bulls"
"e90bd335fb22c10c73bf9bf0272f0c63","Los Angeles Lakers","Houston Rockets"
"cbb7df9d712ef1b264928a33c303597c","Miami Heat","Memphis Grizzlies"
"0aa84036b74b729454934c2bb157a744","Detroit Pistons","Milwaukee Bucks"
"188d97577048aa12ec722741ac5ad672","New Orleans Pelicans","Minnesota Timberwolves"
"4106a944b5dddead401a7d7e0ad8f894","Cleveland Cavaliers","Oklahoma City Thunder"
"7b7288fef50222fc845450cdf7bb902a","Toronto Raptors","Dallas Mavericks"
"093882ec33485255f93a8d564b988190","Golden State Warriors","Denver Nuggets"
"e121be20530cee5bfa372eef080c6eb0","Portland Trail Blazers","Sacramento Kings"
"e40f6f9c37bb33d5021fa68dd65aac81","Milwaukee Bucks","Indiana Pacers"
"9336833f35adbede867667bbeab51ac6","Atlanta Hawks","Orlando Magic"
"9fb7986357515f0540a5ec36ae99f281","Philadelphia 76ers","Detroit Pistons"
"9f7c0f39f0008386c6011cd7d2247892","Charlotte Hornets","Washington Wizards"
"f5c8078fe18d11ad02e6586f6ae2a4a1","Brooklyn Nets","Boston Celtics"
"49593fb0e055fd918f36cfd3eb917202","New Orleans Pelicans","Houston Rockets"
"d0f8061f118444fc8a2d7fae120ae7ee","Utah Jazz","Memphis Grizzlies"
"7a709e569227098f131cd60050b5635f","Minnesota Timberwolves","San Antonio Spurs"
"8d48aeb64a62acb76ee25afe50b14379","LA Clippers","Dallas Mavericks"
"56a78cd2e22c16d9b0a2712d2293c310","Los Angeles Lakers","Phoenix Suns"
"dfefe666c2f957cd3ef3ae9ad65347c0","Oklahoma City Thunder","Sacramento Kings"
"155ba94cb22145dd65a4c9ee8bb0f649","Milwaukee Bucks","Orlando Magic"
"bbb016cb026167646f9780f716fdc6ec","Toronto Raptors","Boston Celtics"
"c535e81527a438c5ccac951ce2eaa411","Miami Heat","Atlanta Hawks"
"009a778de4b2d81184420add7c919fca","Cleveland Cavaliers","Golden State Warriors"
"520841a374e10effd86ac81986f979ab","Charlotte Hornets","New York Knicks"
"71b5d2fb7a01c496acc4783f47ef96f9","Washington Wizards","Brooklyn Nets"
"731291c613eecac1f1b2220a4a4c1ce5","Memphis Grizzlies","LA Clippers"
"df649bb0fe5e2ce676c9da62593041bf","Indiana Pacers","Philadelphia 76ers"
"4fee8477b42e908bd1c14d24b006983f","Detroit Pistons","Chicago Bulls"
"3856877bd5068951b64aea51ced729ef","Denver Nuggets","Houston Rockets"
"1c97ab424516260fb75e1cc11e4690be","Dallas Mavericks","New Orleans Pelicans"
"3d49b626c4989dddc0cc0beb4765f7f0","Miami Heat","San Antonio Spurs"
"80377e2eca5e2820a44b5b02c1c17e8e","Oklahoma City Thunder","Phoenix Suns"
"e803d7b0426164efc50dd8298cf1cd8e","Minnesota Timberwolves","Golden State Warriors"
"7c6c4dbec15d7d2bf2f2d50a4b2b6a03","Portland Trail Blazers","Los Angeles Lakers"
"4b8122036d7a43393e8aec4d881958e6","New York Knicks","Boston Celtics"
"d4290efa8f1f9d381726a0102b97ccca","Washington Wizards","Toronto Raptors"
"20fcedb4dd290caf2f4604977dd07ca2","Chicago Bulls","Milwaukee Bucks"
"e5c712d4d6d7c60f6a0714f3558696bd","Cleveland Cavaliers","Sacramento Kings"
"cff113feb71a682a6af7fc63a8ec7260","Miami Heat","Charlotte Hornets"
"f7800e694d6ceea52db36f30a7d86b31","Atlanta Hawks","Detroit Pistons"
"1a53d5554307d587b57eb4b30cd06e11","Indiana Pacers","Philadelphia 76ers"
"cab42e2a0a620c893ecedc71bbfcf1f7","Orlando Magic","Brooklyn Nets"
"1acac291f340c497d1448272b1cef003","San Antonio Spurs","Oklahoma City Thunder"
"7a6d4840a0f37825b16b6799b523e322","Dallas Mavericks","New Orleans Pelicans"
"a4d381df8daf44002a8e333f147d86e8","Portland Trail Blazers","Utah Jazz"
"3a5e1ef0268a0a21b96f67471b198202","LA Clippers","Denver Nuggets"
"a3508f758a37ab4b55fc4be99bdd47f8","Minnesota Timberwolves","Golden State Warriors"
"edf20f8f66f61ab47fb00a6b8c533745","Memphis Grizzlies","Los Angeles Lakers"
"33beed179be7b075e04593a275e86b05","Dallas Mavericks","Washington Wizards"
"965edd86a62c7ee3d1b895210dc8f052","New York Knicks","Atlanta Hawks"
"0e492f23fe143a191248260bdd127f08","Boston Celtics","Philadelphia 76ers"
"516f79d9b32d6565eceb5d48cc9704e2","Milwaukee Bucks","Toronto Raptors"
"97bfe2812c7fb95bd57d6d4283a1b46c","Orlando Magic","Chicago Bulls"
"5ea72160d2061c9541533273794be107","Minnesota Timberwolves","Phoenix Suns"
"31b7247f5f90eaeaf6b8f5deb62933ec","Sacramento Kings","Los Angeles Lakers"
"6aad96d7506ea4531a5ad3636b6e2232","Cleveland Cavaliers","Portland Trail Blazers"
"b4c1239d3114937929b8aa44f79cac32","Brooklyn Nets","Miami Heat"
"0bcd8cee9282bdd931e6f6185e90441f","Oklahoma City Thunder","Golden State Warriors"
"09e447b495e2c72b898d610799451ee9","Milwaukee Bucks","Charlotte Hornets"
"cc0f6d48bf0dfcd28f45dd69ff9b4b22","New York Knicks","Washington Wizards"
"458b3556cc9f703d6b1ec69c2bc18628","Philadelphia 76ers","Atlanta Hawks"
"4136730ceb1dd9ac6755505525002493","Detroit Pistons","Cleveland Cavaliers"
"9f3a61f5908bbf9b45332056c3534d3d","Boston Celtics","Toronto Raptors"
"ca75c4e0d67c2869366e1cd3ad6d68c3","Sacramento Kings","San Antonio Spurs"
"1cc909a8b61b525587ba1c48c60bbf5c","Orlando Magic","Chicago Bulls"
"5c6e12a72ec7523d645c52dcac935be4","Denver Nuggets","New Orleans Pelicans"
"99036e204c6a1e71802e54c497093bb0","Phoenix Suns","Utah Jazz"
"14c0c755d1e7569e2a79bd9d662ae64b","Los Angeles Lakers","Portland Trail Blazers"
"68c1f41c21ede26d742e8d1d3f5d7e89","Houston Rockets","LA Clippers"
"21a0e53e6ba56b24397a41ddfd038568","New York Knicks","Charlotte Hornets"
"f9e2dde2289207a5d5d50c18252608b3","Minnesota Timberwolves","New Orleans Pelicans"
"7a74c033d7967eb32892f0a7634c5e7f","Miami Heat","Chicago Bulls"
"cf41474648008c37e1861b6ae9f2e70a","Dallas Mavericks","Milwaukee Bucks"
"59f288da3aba9be55f26e86ce22e3232","Memphis Grizzlies","San Antonio Spurs"
"4254de4fa31b743575a85280e0f52ce2","Oklahoma City Thunder","Golden State Warriors"
"f4209e4fdc5887d9f9e92099be1c4028","Philadelphia 76ers","Brooklyn Nets"
"968ae66aa313e19cd8358ae1c1cbce6a","Detroit Pistons","Toronto Raptors"
"5a2c0b2b27e9643285616fe2672c21dc","Orlando Magic","Indiana Pacers"
"f3a00e3498adee455e993ecfdaf5a175","Denver Nuggets","Cleveland Cavaliers"
"06566b81f8a9afb95de01ccc0d538f66","Sacramento Kings","Dallas Mavericks"
"283d81de1e1fe9e92bfb0b5d36a7b634","Boston Celtics","Memphis Grizzlies"
"73aa9acfb25822c5dc1240c87e02a416","Phoenix Suns","Utah Jazz"
"06ed2d175e89740c47ef19d9b6fdd673","Oklahoma City Thunder","Portland Trail Blazers"
"5929afc75b30a639bb8716be2ee74d8e","Houston Rockets","Los Angeles Lakers"
"d7542b1e071f8e6eaf5b8471ff355514","Boston Celtics","Charlotte Hornets"
"32b76832c309e3eeaae30ad64fa2a125","Denver Nuggets","Detroit Pistons"
"d1f4cb522acf8860b9acd92266187cfa","Milwaukee Bucks","Washington Wizards"
"7cd563db5190281d7d17b0c56ef1238c","Miami Heat","Chicago Bulls"
"ab4fe6c0d53fc77a4be24b175c37ce8c","New York Knicks","Minnesota Timberwolves"
"804a769e0e1c232d4f6a050b24d00674","Sacramento Kings","New Orleans Pelicans"
"56a86c4788e5b737136b7ceb370fec72","LA Clippers","San Antonio Spurs"
"0efccf322cfdd2daa3c9c7132655121d","Houston Rockets","Golden State Warriors"
"59cf6e60d1452ccc46a0ace106125246","Toronto Raptors","Orlando Magic"
"8316847af2560b8490fe52e45e2e8de0","Indiana Pacers","Atlanta Hawks"
"5bba9aa910fdc621415dc6e644b2b856","Cleveland Cavaliers","Philadelphia 76ers"
"16e7b17ba31bc4882457916bdc2c1450","Portland Trail Blazers","Phoenix Suns"
"6a4735f98de26d11084904554fcdafd4","Utah Jazz","Los Angeles Lakers"
"bd8e4318069e59702b62e2b386b7c4eb","Washington Wizards","Charlotte Hornets"
"79f748616e8b1417fb0aef13e38e1926","Denver Nuggets","Orlando Magic"
"dae1ff77cfcc75e7f0f63acc419c5a2e","Brooklyn Nets","Atlanta Hawks"
"d89cd0406b7dfc9e54a4f123a3a7d385","Milwaukee Bucks","Boston Celtics"
"bab6868bd0e7181bc424bdc344a269fa","Miami Heat","Cleveland Cavaliers"
"f9cf81d1aa20865d70aea79c87c8afbb","Toronto Raptors","Indiana Pacers"
"ad140d293dae2cc36a903a6a111bdc1f","Memphis Grizzlies","Houston Rockets"
"438ca111adb158e0b4dfc8dc2a867d20","Philadelphia 76ers","Minnesota Timberwolves"
"684c45cb318472a063cbd648b211b57c","Sacramento Kings","New Orleans Pelicans"
"a4bd0940879c89f48383b6610e250c63","Chicago Bulls","Oklahoma City Thunder"
"137a5e118d31da8ef1f257761c474381","LA Clippers","San Antonio Spurs"
"13773e2d0e8486673d2ee635767caf0d","Golden State Warriors","Phoenix Suns"
"804568a12cc001c7d5a805311f823ccc","Utah Jazz","Portland Trail Blazers"
"8cdaef39a6d50944adfa4d7d68dbd1c1","Dallas Mavericks","Los Angeles Lakers"
"28642e41e758968c8581ffc7985c0e9b","Boston Celtics","Orlando Magic"
"61d9b427f4cb899b11dc029ea9ac90ea","Phoenix Suns","Memphis Grizzlies"
"7abd60c2aebc19856519252da4886520","Miami Heat","New York Knicks"
"37bf8cfb63f72d3003ee37f51c8b0364","Chicago Bulls","Toronto Raptors"
"525a477e61e1f05e2799a86eb9121788","Detroit Pistons","Indiana Pacers"
"2e741387a5142c5053ebba6b57c75dd7","Denver Nuggets","Houston Rockets"
"7040d920aa6865ba83d21bcf171d225f","Washington Wizards","Milwaukee Bucks"
"429129feeebad4a4463b7c1364433054","Sacramento Kings","Minnesota Timberwolves"
"ec8f815c9337071da30df92591d5380c","San Antonio Spurs","Golden State Warriors"
"b6d2e0f9f83139a123cc9a5605e20d24","New Orleans Pelicans","LA Clippers"
"82a3104257e1d8c3274f69b3cc99e510","Philadelphia 76ers","Oklahoma City Thunder"
"126bfb3db72e13cd27495fd0e4effe76","Miami Heat","Brooklyn Nets"
"7db4aed91373920e86d3fdcc19d5ecfe","Atlanta Hawks","Washington Wizards"
"fd6347c35534674c4c70a8c51be6796d","Los Angeles Lakers","Cleveland Cavaliers"
"160e0c3fbcf99696fece1799bb442cbc","New Orleans Pelicans","Utah Jazz"
"fe203a161c58ea4a7655f5f569e2ba75","Dallas Mavericks","LA Clippers"
"82329ee276c89e6916dd905a181e4648","Portland Trail Blazers","Milwaukee Bucks"
"07b37a253805787c50c700c116f28bee","Atlanta Hawks","Boston Celtics"
"fe71538c471b75908cca4a780b876140","Phoenix Suns","New York Knicks"
"2a67246308b8b97ce1a8c524c44cd223","Charlotte Hornets","Orlando Magic"
"5431b2939a004ef6bbfc92a03ef53ae4","Minnesota Timberwolves","Memphis Grizzlies"
"5b18c0b0b0d1669b7c4aee9aa5a2edba","Chicago Bulls","Brooklyn Nets"
"206c495ba01c51a6bea7a778aa6287c8","Toronto Raptors","Cleveland Cavaliers"
"37bf84b93c8cfd7f3866940887980ff1","San Antonio Spurs","Denver Nuggets"
"37180af8d87aafaf48c872e2f972feea","Washington Wizards","Detroit Pistons"
"a79ba072ea163e101129c410e5bb3b7e","Portland Trail Blazers","Indiana Pacers"
"59b4ec4109b7d0ce31f68cbc8dfe4359","Los Angeles Lakers","Philadelphia 76ers"
"5f533292ed042ae129852f545d8046b5","New Orleans Pelicans","Utah Jazz"
"beb0ba03d52c53c28b196fbcfb93b355","Denver Nuggets","LA Clippers"
"c3b8f5ba423775fccaab645b1f0d0a1a","Chicago Bulls","Boston Celtics"
"7560c4a7a4f4f6a27f3bccc857f18f47","Toronto Raptors","Brooklyn Nets"
"b4982d0f15a3e56fd5e443adc5504704","Atlanta Hawks","Cleveland Cavaliers"
"d930e4be30a15bf0248c93f3e1ccd9c6","Milwaukee Bucks","Miami Heat"
"44389bc744e9faab4cac2017c771ad91","Charlotte Hornets","New York Knicks"
"9e84daa7eb41ca4863b5f0beb18929a6","Oklahoma City Thunder","Minnesota Timberwolves"
"ecd5bcffdc2e235402b32ebc19d2721e","Houston Rockets","Dallas Mavericks"
"8ae3da790922a6c04fdf93b042d97c0f","Golden State Warriors","Sacramento Kings"
"63e8ba467521705981f97c629d2093dc","Los Angeles Lakers","Detroit Pistons"
"a38240462c8080a30c52808fb70e0f68","Washington Wizards","Orlando Magic"
"1839dfc79679de0b4a8a6d2e6af6fd2f","Phoenix Suns","Toronto Raptors"
"1035d1c002bc2bcdc82f8b6b7c91c157","Utah Jazz","Memphis Grizzlies"
"687826c34b7b3953cec517443b737712","Philadelphia 76ers","New Orleans Pelicans"
"b895328c768c09b9ae30c88f565ff514","Houston Rockets","Denver Nuggets"
"1d3ba6ea091c761bca30bee6441878db","LA Clippers","Sacramento Kings"
"a372b3d64a0ee516da9b64d700073545","Portland Trail Blazers","Cleveland Cavaliers"
"4791d4906b7ecc84ece75f3d703ae171","Charlotte Hornets","Brooklyn Nets"
"434a0f3072182051ac752699eea90f8a","Indiana Pacers","Miami Heat"
"814dc0df61bcb579ba39d0ea8e72077d","Detroit Pistons","New York Knicks"
"eba9bdfcc17229e38f853e1bb067505c","Milwaukee Bucks","Chicago Bulls"
"55b8b688692a0c129e123cb13bd5d1ed","Utah Jazz","Minnesota Timberwolves"
"f07f515626f11cdc6589dd2f8281f016","Los Angeles Lakers","Oklahoma City Thunder"
"586d3316803e1c91d6feff8161b46506","Atlanta Hawks","San Antonio Spurs"
"4aeee20954607aea810abd4e8aceda1f","LA Clippers","Golden State Warriors"
"44bee37cc95cf9b249271ba80ac340b3","Washington Wizards","Orlando Magic"
"c56e877880939c4374cb63884b6c1788","Philadelphia 76ers","Boston Celtics"
"c282a28181cf3b73949901b352f72259","New York Knicks","Toronto Raptors"
"d66e49909a8551effa003c6b86457403","Memphis Grizzlies","Dallas Mavericks"
"01417fbffa96b7972621d8bb78d8d458","San Antonio Spurs","New Orleans Pelicans"
"b32e75548aa76f2fb3e9f1381146bc91","Denver Nuggets","Phoenix Suns"
"9778b105b936c16e922eb0f407537494","Golden State Warriors","LA Clippers"
"4c18fd6f43e2921f0a6f9822f55940c8","Minnesota Timberwolves","Charlotte Hornets"
"b0bab1dd7a9ce6d07c17928e1b47c1d4","Orlando Magic","Brooklyn Nets"
"eada071ee5ba4f59b3b609534496155c","Cleveland Cavaliers","Detroit Pistons"
"6d0a1639de661a5096534d83a79209ab","Indiana Pacers","Miami Heat"
"bee8d0634b1de6b48ca3b9b6567b4935","New Orleans Pelicans","Chicago Bulls"
"445268f3a0d7fe0e83a679dfcbd0d734","Atlanta Hawks","Milwaukee Bucks"
"e1f6758144baced50878accc8df75dc0","Oklahoma City Thunder","Dallas Mavericks"
"c2768a41096a8c312f3f11190a8ec9f7","Memphis Grizzlies","Phoenix Suns"
"4a1a4d33053c36ecaa8344a048d2673f","Portland Trail Blazers","Utah Jazz"
"724105f738e47912e263b243756ad54f","Denver Nuggets","Sacramento Kings"
"3d80471d3cc84e6f1bc7adc424044c4a","Houston Rockets","Los Angeles Lakers"
"09a1ce6b66f4ffc1108d438154ca6ea1","Boston Celtics","Indiana Pacers"
"700d9bd95cba9bd171d20c96bda235bf","New Orleans Pelicans","Sacramento Kings"
"24f2f9eab2d686244690e650d1c1ae33","New York Knicks","Milwaukee Bucks"
"109a8d9cf8de37e256d98b1aa522ae92","Phoenix Suns","Los Angeles Lakers"
"3a1d9bcf2da447e532d13be14f02a7ed","Orlando Magic","Cleveland Cavaliers"
"1f21e12eb11babf4d9ffa59e386ab17e","Memphis Grizzlies","Detroit Pistons"
"f9b48ba5d8564d2f909c89eb41da1d8a","Philadelphia 76ers","Washington Wizards"
"5502604821ff081cc352c44d0804abe8","Miami Heat","Toronto Raptors"
"96e81d7c8d0e97af33df11c13d156f76","Brooklyn Nets","Atlanta Hawks"
"a0b69a33c8d8368b5ceb7c89347f37ca","San Antonio Spurs","Minnesota Timberwolves"
"31e0d759ac7ded9cc68e218e8ca3f56c","Charlotte Hornets","Chicago Bulls"
"94f75fcd55d704ef568ecc8349669665","Oklahoma City Thunder","Houston Rockets"
"a8617ccec390e76f2525bcf1437cfc4c","Utah Jazz","Dallas Mavericks"
"06c805e8bc716fe121015303daf98b6a","Portland Trail Blazers","Golden State Warriors"
"8bcf55d31c33d13ae37c023edf4cb17d","Denver Nuggets","LA Clippers"
"0bd6d826c6314fd9dd25b4604633674a","Indiana Pacers","Milwaukee Bucks"
"dce4037fcda004ccf8d650f65f0dab48","New Orleans Pelicans","Los Angeles Lakers"
"12970a63a7a6b02b1d3ee76416f9f7b9","Detroit Pistons","Orlando Magic"
"a2d7a90e9d0699988415830624b240a1","Atlanta Hawks","Philadelphia 76ers"
"5aa8e98afe41634ecf078b4c61c6b7e6","Toronto Raptors","Charlotte Hornets"
"cd674295de225ce24a1a8479540a5476","New York Knicks","Boston Celtics"
"8635f035232f2eca7c8f2279f4e42b5f","Washington Wizards","Brooklyn Nets"
"c663d44048cfbaba06ee84e59360222e","Cleveland Cavaliers","Miami Heat"
"12b280e512297a52448e3c89dde030be","Minnesota Timberwolves","Memphis Grizzlies"
"40014278e75da4494bac97279fdba641","Golden State Warriors","Oklahoma City Thunder"
"29d2e24ebf8cd5ba9eb39d566078ace2","Chicago Bulls","San Antonio Spurs"
"4417916ef38206b0b58e7174f7e5f3bd","Sacramento Kings","Phoenix Suns"
"54d6e7bf1b010c91526cb7819cb0a682","Houston Rockets","Denver Nuggets"
"6c8addc19ba8344330e794da6d10ef04","LA Clippers","Utah Jazz"
"3e2d09d22b864e344ffd4e038e10b59b","Dallas Mavericks","Portland Trail Blazers"
"3a9d9097346a3a1184b8583b50d6c78f","Indiana Pacers","Los Angeles Lakers"
"7581691636e578409a4041ee006f3b0a","Miami Heat","Charlotte Hornets"
